"Beta(2,3)","Uniform(-1,5)",Poisson(2),Exponential(5),"Normal(1,2)","Uniform(-1,1)","Negative Binomial(15,0.4)","Normal(0,1)",Poisson(4),"Uniform(0,20)",Class
0.4361625459278754,-0.2530497265835505,0,1.8078854701589242,1.5789293576465542,0.18927887411261768,25,0.28124994529696057,6,9.545501885343217,2
0.8039844196184365,4.800563599560904,1,2.351360235620419,4.568488433670632,-0.5139878021210766,39,-1.2628517356392253,5,7.726743480517559,3
0.7418352071647497,3.8350059903577733,3,2.9910088940831985,0.5393294813920342,-0.4939482375738331,21,-0.259339741254919,5,1.5106289322908428,4
0.321894243447838,-0.6908926205355492,5,3.1727505997250245,-0.7409094621523331,0.8350528506028141,19,1.163559619300181,6,8.342423748249956,2
0.35274018003550056,1.8776216804693702,0,5.265516876108083,-2.6411480533142235,0.1617044392240381,29,0.1845950711582144,7,15.800781050205954,7
0.751136046329972,2.2158562290943093,2,2.8669473246995625,0.9252517087467373,-0.3704774784347411,24,0.2569624842408516,4,7.50896298460755,1
0.5108765675948321,-0.29713837758347794,6,12.46699334070028,1.5351747281846104,0.25998845921742597,12,-0.2575155337970871,3,1.6442690560875461,0
0.1547934243584633,3.6685442588307238,2,3.7014573590720437,1.7338858799469796,-0.38065578860598137,8,0.6982308634672449,6,18.543485182303854,3
0.4296062626959999,2.5009384271965898,1,0.07413405647395574,0.9614313988305121,0.8148460559438586,20,0.1400746850276401,5,12.600947564752396,0
0.5581855296276577,-0.7638144031289109,1,1.2410275249525606,3.6653916861671765,0.3929421542518008,17,-2.104611110077757,3,2.5495124471065456,0
0.7686992355452226,3.0178360336294485,1,0.3430967892914526,1.1310691903019416,0.8701795903957763,14,-2.2175447193553404,6,16.638242815549347,1
0.4444844934079315,0.823323463969986,2,5.6549227414349215,-2.2613739595270683,0.8570574031479374,17,1.2198735833481922,4,5.9152191699344225,0
0.6619135506903169,1.7533078803006532,1,2.589747418351278,-0.792774815565586,0.7067890439692617,20,1.55960967413654,3,16.20237369625674,3
0.633884329222692,1.6504348574128596,1,1.5885202947209924,0.7113771039311729,0.39280546103659253,22,-0.0636152031692861,4,10.80365451960996,0
0.15894969747381854,4.162183389993176,1,5.15533652693188,-0.23114600046400025,0.497091306079428,16,0.48711274811156646,8,16.90994458825229,3
0.11985301430204652,4.621720559878559,2,2.493763499324008,-1.4456939488415634,0.09491419530896361,36,0.20373250186013095,2,7.303940997183163,2
0.4089656588676282,-0.08645309722874717,1,3.9098130450324913,-2.7042134498861947,0.7450711727152008,32,-0.5737891496152673,2,15.731352686596152,2
0.30420229007598976,3.6501204081586316,5,4.783578956386311,5.704755907330307,-0.2096811823257978,22,-0.6593736459438229,4,11.962001809028624,0
0.522531107140937,3.183266224608885,2,7.550638015184328,1.6222103095785325,-0.04481396426403306,21,-1.6670362872780091,1,8.672900297727066,2
0.561666595175759,1.0592756720164704,3,6.203966968209241,-0.8392615714906175,-0.8775658972913694,33,-0.44320280775121407,3,13.147636440708864,0
0.4841575484991316,-0.44569777963920787,2,13.053133754915965,1.5016854033936449,0.08996756643217108,31,1.1383068054854102,5,3.942812458025664,8
0.5762257483992843,3.2947300018758314,1,0.6265824505130153,0.3813104694338266,0.17414199024457533,24,-0.15331271575640765,5,16.413881802091158,9
0.7409273761572278,0.842439074406077,0,9.481621350545558,2.302835214570795,0.8990336280552451,31,0.8428350932648994,5,4.782425662178644,4
0.7710285448989962,0.175124092960258,2,11.342394009545181,3.288491258285478,-0.2737885189306495,21,0.5092533654067555,3,5.6795238246869095,8
0.24157409816217612,0.9455601219391228,3,18.9342526299379,2.3108897097171064,-0.628333377487237,25,0.8999638205917746,7,11.74855644476223,7
0.7319110140342474,0.8011821937702548,4,9.95439762113972,-1.9572374605667142,0.6005499344285972,17,-1.641164385008525,2,5.230536704461903,9
0.14590313373722863,3.1217737409964377,2,1.7033266909160003,0.8187210857703345,0.995986036422988,26,1.259889677726093,4,14.379743783311751,0
0.35643245131665047,1.5097030871668369,2,0.39059233530203086,2.4423486291158722,-0.1560451945553707,18,1.0675139160031948,6,17.042149187660705,7
0.3074841003291248,0.43100837159020333,3,2.9723180293394384,-0.3847542451494683,0.10481040019657373,13,-0.14463144571152076,3,10.170396469310234,4
0.29211539183450785,3.6359505291028977,2,1.12845305591436,0.793159805248166,-0.6720150505040516,18,2.156691144647632,2,5.587007131605315,2
0.23737392124115073,3.5601530879054026,3,3.367546561090955,3.5223103033969014,0.18354320350448083,24,-1.178789024523966,7,8.994496963116783,2
0.49994478694542865,4.244958320686126,2,6.4104131537453455,3.3864946810509857,0.9745987327044296,24,1.066467857925493,2,6.932883433540347,2
0.23686280880204774,4.743507848805279,3,2.243153436270962,2.1907344532863586,0.7599076243306055,29,1.1842185503734535,4,18.40951091115542,4
0.3594150663141971,3.419658089384966,2,2.1353429224219838,-1.2853066403604823,-0.9682202894165739,24,-0.5376426287279081,4,12.153949823060055,7
0.06390945525610246,1.1776652837547528,2,0.8273372728461226,-0.4986577252651043,-0.6564450202198762,25,0.06426418785008496,4,3.375680137088166,0
0.6352979918175476,4.043239927092046,1,6.662064963139419,0.2513423166489346,0.8804289037312305,18,0.06612829783086546,3,7.560936355972525,0
0.33543180406416656,-0.9553951411759725,2,0.4152345284499304,0.1462611506203887,-0.6836346130532778,19,0.05205021692727066,2,4.842518206905664,2
0.7127655245927235,1.6564862829722706,3,1.2464113328524908,0.40587807702404766,0.9829307941447545,18,-0.8636073389672543,6,7.6828147373532545,1
0.23684344672247948,4.368331276155973,1,10.21479845345928,-0.038341567531903875,-0.6824992603144755,28,-0.6070679462062489,1,0.24440484306537114,2
0.6948536984524767,3.6148368064498273,1,3.1901529882553885,1.7659484100596785,-0.009084490377011756,24,0.43394963726813335,1,11.066885157347517,9
0.11746687209664819,4.651527317054713,5,2.9134043055008165,1.3887039310527618,0.9594018696961242,23,-0.5336335499328653,4,1.8317125600620998,4
0.11652551258401765,2.1381693914074056,3,1.574843055459381,0.9797100246072139,0.7874513788365254,12,0.8688507129116378,7,3.293383634329816,3
0.722479759220073,4.311580064632128,0,1.9611161863177973,0.23055117877262832,-0.0027862076429603366,36,0.7295279367679861,6,4.025674562199137,1
0.06156915710526586,-0.2280587417345843,4,0.6927008757620025,-0.09796643795490367,-0.8535144521153686,18,0.739928834926027,5,8.612226738452067,0
0.5102560096322174,-0.7764474064646825,2,5.760584637354059,2.9654814391000066,-0.9022470817800401,34,-0.06168046670099173,3,19.417774979975167,8
0.3842591477883888,3.221950284911662,1,17.362079116280757,0.7762667424251808,-0.8084161020236784,21,-0.48970429007251537,5,16.733253583046146,4
0.6741025311769319,-0.13691739527237634,1,0.6418181896486428,3.143972828830165,-0.6347696647690206,25,-0.8537167346531613,2,9.793308125897308,9
0.6764560804871365,2.5386663166533894,1,5.498001158646568,0.7650533363145516,0.5084365648220697,10,-1.563116635726521,3,10.676765470756116,0
0.0968514676757954,2.556202929125506,1,0.9390590483907895,0.1574537830954762,0.6102761573590638,16,0.8068423165350495,3,3.3837549895879038,0
0.6889104885116398,0.6363608243305439,1,6.221559357352341,6.180819283380561,0.7509236145523397,19,0.378058418750432,5,9.856890023076444,8
0.48145122996564005,0.5969149723275431,3,1.877299144671059,2.053120298681378,0.8751163378916131,29,0.06689465954819193,2,8.062259434683973,2
0.37165829552576685,-0.08911241265804515,2,0.9814405034729988,0.8683915450590359,-0.5945390489994433,20,0.1585387256589278,4,6.929774048238675,0
0.6307617892835558,1.0411393832653735,1,1.6919906973113368,2.1413896564330477,-0.10542268499493246,29,1.0447853810382524,1,13.736743311105208,9
0.7415625603599507,2.6853046554171014,0,5.5497683501899004,0.946659860517314,-0.6716564481410041,18,0.05090391556919132,1,10.215228915799532,9
0.18750247461184597,4.301016049003797,1,12.595530547341951,3.3926055588036266,0.60784410252321,17,1.7264422908188235,5,17.88767480325991,0
0.1587783268061111,3.9490480313944847,3,1.958658513767825,2.9611682507308217,0.687598537229247,30,1.8868227205146586,2,6.861641924990196,2
0.49861467896110817,3.4058150620116834,1,7.8838590163584445,0.1622070718907258,-0.12136983306949589,20,-0.30716944685271896,4,8.553676827662711,0
0.6466258941289555,3.5945545877138194,1,0.5781684170980554,3.3901232347364894,0.6623283997194429,26,0.6165288902242702,4,2.374165880984924,8
0.8405786967369206,3.239669780499976,1,8.763317298101645,0.5944026354168592,0.11393584816166014,16,-0.5525635287098206,3,4.971404544255133,4
0.3893334178532249,4.446656351740079,0,6.958995342253246,0.2813310275030281,0.16096361356261424,26,0.0463947290925202,3,12.934844480258556,0
0.5362027295416668,4.60277175923036,2,4.518819598376408,3.3658944161011894,-0.6502466554488517,25,-1.6368586837531354,3,2.54494250400205,4
0.3706656280104676,-0.9753812660696837,4,2.750544777155489,2.2821151292965496,-0.2271872239138617,17,-2.15934857527351,4,14.28447619341859,4
0.6226901834541319,1.915675855522069,0,9.613714293139697,-0.7624791227561323,-0.5865806998196759,13,-0.4839718113610216,2,3.959959941225508,9
0.503741585167907,3.7177097245164044,1,4.988445754885684,3.517405504591648,0.43193991055534076,21,0.35038432253066176,6,15.40463920702196,2
0.6848796682504125,0.8136798985994773,6,1.273854043204226,-2.126451386253062,-0.11320311165582164,15,0.102816539133787,4,5.054477636251358,5
0.3923990445779419,4.099741706391809,1,6.790222633899766,1.1277090305588775,-0.1714282318294824,24,0.8798555596053089,8,10.956155265529501,2
0.18837195101339307,3.495032038721968,0,7.396732356335076,1.2202449886229405,0.09279369379896307,25,-0.7338928248162034,2,12.350890037130533,2
0.35671920770916454,3.12766974040911,2,0.055130945688395994,0.5914478124197646,0.881873463480088,24,-2.7433472559076653,8,5.779460080156056,7
0.29590986765880356,2.282127660927765,0,4.33738048730765,1.9699296900046326,0.068310419545341,12,1.960429792498379,0,18.461822523901766,2
0.407269285736074,4.633050309772282,4,7.739548831072229,-0.1468211915327604,-0.522307624984861,37,0.97179653117819,0,7.8808074092761915,2
0.4988407820477634,0.5120153651031611,2,7.949589449929811,1.2804926833264696,-0.4342809156328955,35,0.7502915882659037,3,16.893993836022478,8
0.27774556687247975,-0.13100052238607085,1,2.1511518553423103,0.8246325024982882,-0.18104558261685866,11,0.1606083883683711,7,10.378935502661388,6
0.20411039650799484,0.4181026473024303,2,1.368341601362316,-1.4753502631122855,0.7919095007584089,19,1.0484943426598905,5,4.199223663807199,0
0.12541490695686244,3.3517129012490754,6,8.92554387491381,0.3879126627807419,0.4329586935822589,32,-1.1630869927204197,3,5.6810740583089725,4
0.3214213234018499,0.9230559205513456,1,6.835852272222854,0.894607982662937,0.05542763923862348,18,1.0885013061116575,4,8.801479238258702,0
0.10564955933146576,-0.46712946890421825,3,1.1228104667116448,3.118060678301321,-0.7415017140550526,28,-0.6464220323512471,5,12.274718385424674,8
0.7046863313955114,3.054490795223055,0,3.799785331448045,0.6189639956486963,-0.6688368433268703,15,-0.16752985972509035,3,9.308052352647945,4
0.06114381614459262,3.0747680282165586,0,6.1327941411488585,1.78811146104607,0.8962346188060506,26,0.6824970595739542,2,6.201925536228656,2
0.3733489148263289,4.629350872342792,5,3.1040917568928323,0.8006092389985527,0.6127529041566642,25,0.9045896232082373,7,11.537433396925202,2
0.1608576672542208,-0.29074922945595727,3,5.289548454786644,1.6715036137841675,0.5340229373856267,21,-1.0954014003666814,8,14.004550156539912,5
0.24733224241640567,4.3509832063674345,1,13.169871604971728,-0.9343461070435477,0.759451155319143,27,-0.5693584031726991,5,9.724587335745959,0
0.304911515976385,2.331553994502805,3,3.5579180964522545,4.0925711338413695,0.19378723923451413,30,1.0792315746300447,3,9.216499773546152,0
0.3403935039613551,4.33240366267885,8,12.673137214316249,-1.27125463579334,-0.18482311593785572,18,-0.20767106329410961,4,13.433754622722937,5
0.7379002622424697,4.121814961157341,1,3.8147842888939847,3.713180698602338,0.31388422043245456,20,-0.18262629046694115,7,19.32070681211994,1
0.34920830628992,1.903525476261434,3,4.593236948312198,2.0520807182937078,-0.9160551220940005,26,-0.2488730166868461,2,18.500439349930026,2
0.3051523230671536,1.9728111737033842,3,2.9378580489856647,-3.43839070412651,-0.7354291565283508,17,-0.8204027286278462,3,1.5598883618973236,1
0.27215636818556044,-0.6082775261760773,5,3.4821384058190326,-4.095876089517567,0.23596435301686802,7,0.48744027434748693,0,15.414430685970913,2
0.17169873822706871,0.7975176245723201,3,2.0469928179531864,2.0191724734576475,0.4459788074461195,31,-1.250245913571765,5,1.3326248396356033,4
0.49831462599901355,4.57939515535937,1,4.3022619836214275,1.043139502213888,0.11928069873909863,38,-1.2857275323884334,4,14.12487705190677,4
0.34826592503210935,1.803941841585364,2,7.5462289925393975,4.4689669766977405,-0.45351146015580035,16,-1.4527031318579995,2,0.9132291605532705,2
0.2963625784088407,3.758333714873455,2,2.177369217557016,-0.5833689098347978,0.5511302322647427,23,1.882545380242032,4,17.60122424878369,0
0.17792877894262787,3.2971944198839083,0,3.893919257605387,0.5240165445270426,0.19643982246234426,25,0.8232638540090057,2,17.82968781610927,2
0.18168174933304024,-0.27063805539207264,0,10.024528101399442,3.083403141535486,0.9818887272611865,12,-0.4927282298738576,5,5.735968459451712,4
0.2914236072182835,2.234257858231463,0,3.926430338136377,2.1301027935838976,0.6706556030344526,20,-0.4852004807177398,4,16.72292661624337,1
0.3888113163980139,0.24744480605720964,3,3.1152150501259968,5.028089775003264,0.8099136310661776,20,-0.03932954827591705,2,0.4822072730817939,2
0.41217929756169835,-0.8090038522524214,2,2.312814122863881,1.098519440912075,-0.6845298509606663,40,2.299120344583624,1,15.821181386340745,2
0.12649328148621217,2.406801066451705,1,2.664788665610462,-1.5559827375704725,-0.215677582844636,38,-0.125013710201271,3,17.645273089158422,1
0.41515437797446253,4.618052411027683,2,0.8012128991558523,-0.5877648968216529,-0.18595642780037425,10,0.6139942568260925,6,1.1796444493613945,2
0.6379261706586999,0.7729333152669284,2,1.19672017404125,0.9771372955633808,0.7140183484340099,25,-1.2473903903601344,2,19.38835433617235,9
0.6805152938201388,-0.28895183285798476,1,1.8426098476352826,-2.5884884470730745,0.15796183277901532,14,0.33680029266142353,3,13.338493780512355,3
0.19736065420831525,3.5268888788606922,1,1.7761163435971383,2.970951859666768,-0.8859884095996138,13,1.8925710831742493,2,6.529350145561697,2
0.510868105497451,1.55960426575141,4,10.47886131768462,1.0452769646596576,-0.18823508321809168,19,0.013224305371496336,4,6.950872762124289,1
0.2926362217757402,0.668388676003066,3,6.772422043084973,-2.8242095595151104,-0.13424075832672733,15,0.9505041737279019,1,12.387637001465139,2
0.46240626005058816,4.8278190596500234,1,0.5510216506591531,-0.21291784989386664,0.39252227703411835,22,1.8533092435469574,7,19.271427331323643,2
0.08672939987672242,1.9203879629866054,3,3.484096014973537,2.336935987069975,0.821173974254555,21,-1.2432112984533963,7,13.346646654164084,5
0.27202939983857005,-0.910158268362371,1,6.765961512902155,1.018637733466425,-0.8269477141731407,17,0.3426560413426358,7,8.049280949373037,2
0.6435073501761567,2.7752049084727304,1,0.6418824280913904,-0.7969204096131763,-0.4548788970375808,39,-0.48761129411119003,2,2.064996459300783,9
0.6383222601489922,3.8452718290392447,3,5.212328560932465,-1.007853888906617,0.06309737219925449,22,-0.11681902748734592,0,6.985692517120901,9
0.19642944325903922,4.211817371048743,1,0.3178817209018835,-1.2740154738091438,0.7401076263489705,24,-0.24112972151570924,0,19.61795360095523,2
0.5123894871407431,-0.008678255314902072,1,4.493831723920609,-1.5519189811125642,-0.46468618702198805,34,-2.6314773422954643,0,11.967657626522321,2
0.5489105377152411,3.0097379798574684,0,8.363717227670548,3.222483378296266,0.3425848741006434,24,-1.4893733283900472,3,0.4482840147080158,4
0.2959149195043402,-0.8219980754544627,2,1.199351173917703,1.705003509115008,0.9353232321498661,22,0.7825430157789509,3,13.6618515930768,8
0.5429057619551652,-0.72075365250618,1,4.28261093021916,1.2864551169403016,-0.9890972825394175,22,-0.6016664494163887,5,17.79050285723029,4
0.3155883239664051,4.102164035569953,3,8.146236687316982,2.8417189978038744,-0.3712758707267183,12,-1.3213924669847834,2,10.616534021306215,2
0.3792752390336765,2.7887669481457893,2,2.904253292475594,2.249040146475547,0.5909509699717377,22,1.7494364040147217,4,14.878417216435068,4
0.43986440261787296,3.0098141918030734,2,3.265867259779344,1.028463393481503,0.3198117781041221,20,0.10447778052476933,2,1.0246762874264825,2
0.693616524208013,2.334514247295162,4,5.006029074467423,-1.5570879939893758,0.6730831515677911,22,1.6753245194648017,0,4.052747352791613,9
0.2035967331522976,-0.7759582682971979,2,4.185713813135518,-1.1577426461262421,0.17310824645897793,24,-0.629306781801711,2,11.372943260668691,2
0.5642222249412918,-0.13076305624697504,1,7.073565929479667,3.532543776221879,-0.034303768310756544,8,-0.5883571657079504,7,4.740741189343818,2
0.8392797123794541,1.2912626604985098,1,4.125266783174034,-0.05883155172176102,-0.8165811300846302,19,-0.06999499608344752,3,12.643152773058418,1
0.5749061069914567,4.213263917068115,2,8.219723453277792,-0.12762293831649685,0.5046408966737363,18,-0.40305294710103234,4,17.86337196140058,4
0.4473136846260662,3.6594015561288984,2,15.11225082996102,0.3814669665228908,0.9928211069151707,28,1.8242892526491632,3,14.35376400860971,4
0.5442616614179975,2.66808430651089,1,0.8833915475728611,2.5452569201569,0.5636522456243624,21,0.582621139182825,6,13.356205739737753,7
0.35671425775195814,-0.11445367201733947,4,6.967021665165918,1.0386347437113894,-0.41580438766076533,15,-1.410920233273034,5,12.86861733302457,0
0.15853053060080038,3.6709940161415577,0,2.03813845634467,1.9987128910435312,-0.03763426657614022,20,0.9756541148043284,4,17.09185784715517,4
0.15886248149300505,-0.321096472263777,3,2.243379572366765,0.19225591005700993,-0.34046167810708994,31,-0.1446653326119419,9,5.020344688073783,3
0.4909574846820433,2.7039357264089494,1,4.999954515039889,0.3301617255815946,-0.1630900692346695,30,-1.7484850052909142,3,0.2934147245316665,4
0.5629806707125968,0.4677554669578976,0,4.563991547310817,0.07775105922260173,-0.3875235735726563,8,1.046457214877177,4,9.377904038955638,4
0.13565014801542186,4.2001221599872345,5,13.955760051854078,-0.09724348991881082,-0.4632607993122744,20,0.4377061478385624,4,9.865634954618814,6
0.15541205532370317,0.8806445074848757,2,3.1062498496046564,0.26060930545274397,0.7236303569703555,27,0.361117424824331,2,13.63696029087333,2
0.3642856577061712,3.704159683298159,1,12.249941659459813,3.566073746061773,-0.10161685526741904,11,1.6067862789883767,3,7.316111645519641,0
0.23711018197726877,-0.415213128429867,3,0.32876559370212505,-0.6696854278074202,0.5796431986841248,20,-0.410952384518732,6,15.180982481146351,2
0.2654052175877488,1.307017256812061,3,0.3575810203541468,2.432472976115344,0.7221070281538831,12,1.5448338689240377,4,19.01265616043236,0
0.47097965743295717,4.580667791029324,1,2.365138151959304,1.1388303909153261,0.1260477845319634,29,-0.15802759300663827,3,4.471772912921641,1
0.4317777133717457,-0.003018343011332414,3,1.4906100807892613,-1.0351254374344347,-0.6029052135700035,48,-0.4668133044425977,7,7.026349323031966,2
0.38229545524911124,-0.11502449819892502,2,4.3210129553786,1.5643992705448853,0.5818514881631851,23,0.7631928484919379,1,2.817301328299129,2
0.21002731226898186,2.437203984010692,2,0.37604921331300223,2.594104112136084,-0.2928297434540581,34,-0.8378172103334824,4,4.575839144507084,8
0.2658605975261726,0.0680514175614968,3,9.594821668281234,0.18572177765084896,-0.12853544917267534,27,-1.1169479759651386,3,3.4344715600421494,4
0.28579228736585316,3.4044902270208723,1,8.263975589599726,3.520634467691638,0.420090702920199,26,0.9484940716998065,4,13.786169669328938,0
0.26423153519633097,0.6545568636443921,1,6.713608922156072,1.5192420150959651,0.0528063610482119,15,1.7568367460494134,3,6.281994183782722,0
0.5060052656221463,4.977137507412379,3,6.375952491385435,1.7487712300558407,0.03956359643602214,16,1.6003648613081014,3,2.980405373814643,0
0.5521786323728832,3.1946973957231286,3,6.10731720977824,1.536028116795502,-0.7056145389451467,16,0.03888476439154754,5,11.439687641950332,0
0.3850417625846957,-0.6092589373096897,5,4.381675115790229,0.3181331102575903,-0.04389455226614403,15,-1.067241446182415,4,5.385137436246126,4
0.8975091070176013,3.668532039679218,1,6.271176776133829,-3.4262092661414716,-0.7187840730001724,29,0.4872225429168054,4,9.093932545969466,0
0.18218132719910618,0.6485470657828414,2,3.3514514100226633,-2.0972331993703124,0.24780266480909452,13,0.9322015727278684,2,19.57926923051707,2
0.21173547110024962,-0.21888198321759744,1,2.8254880113364256,-2.7914825597031356,-0.28864383001860805,12,-1.7214145718377385,2,15.298092905137244,2
0.5125053958259765,2.3215827476637134,0,0.6229967825008165,-2.79741819539601,-0.7537413813469949,24,-0.09291108631568,5,8.750952026270935,0
0.6642576935931217,1.7076448968094526,1,13.572748710102132,0.1473782187126691,0.03930371544343969,19,-1.3926726222063253,2,14.896886842838867,9
0.4495484724051806,2.88586619104579,1,3.336305093555902,1.980247231725253,0.7002733925160334,12,1.3429707123642716,7,1.6490506990029385,7
0.2024672102960186,2.9282357975002276,4,0.24291832099618052,2.703001570061007,-0.9807748784840677,27,-0.33976949073491275,3,10.527697380084204,8
0.7107793378338788,4.646195190760553,0,0.29118807206464903,0.06557869801352367,0.42501180840115316,28,-1.254415543339329,5,3.901202931889287,0
0.16786702159671107,0.33907750741646403,0,2.114656133151871,-0.585003337986667,0.24340803631655028,34,0.6806128336933427,3,16.346390730203282,0
0.41048814218676166,-0.2356582685807267,0,11.385424556461645,2.5413741324974857,0.0910543508289492,19,-0.06649008877603575,6,2.9774825228597224,6
0.2492350476235847,4.054276064166283,5,0.20311024636087777,0.1354461183484299,-0.8247577870726495,19,-0.31847746308587976,5,1.3835596438309605,0
0.7016846026773782,-0.5849823160685999,1,9.093272031788134,-1.6710911895666114,-0.5801434650190549,33,-0.777554415750027,5,14.744092238009323,3
0.07367203509119792,-0.4965471188578183,1,0.1964438716821042,2.2972156853197605,0.18620387135601435,27,-0.1986853801032688,5,18.149918051176858,8
0.06067264846981572,-0.1494150939419614,1,31.275349056443563,0.11901996628958678,0.7850784746064305,14,0.6672211266331889,8,15.635456703545854,3
0.7427706126182678,0.3120145717867746,2,1.7503557653920137,-0.5114863678170729,0.0957085554841055,26,-0.813692393799932,5,19.45464907333579,9
0.24582337241049282,0.6608495559916872,0,4.510395081728495,3.701302619482526,0.6215027361039394,27,0.6662678216587241,2,10.45632555649471,2
0.14404324646555644,3.7339811343976788,0,7.010798106332457,-1.395841493439772,-0.12627092289410413,24,2.18686499554507,4,7.610641437657401,0
0.48603902992322584,3.813695447884098,1,6.773530624819985,-1.290130185651941,0.007613525948020561,15,-0.12897016902051617,4,14.64310578357429,0
0.2697235457033281,4.797193724816776,3,8.55114436895238,4.392105050896572,0.030519060513486407,29,0.130352133136918,5,5.167768088517204,1
0.48496875955057733,-0.02474542093019716,1,0.09235488723149463,-0.21147530852329832,-0.609379468517447,21,-1.3603534253388307,9,3.684865786246254,2
0.7058244100568534,1.558430055602825,2,5.601789762779629,-2.38440919724178,0.25744637286839067,15,0.6115632696318957,1,5.651555537603734,9
0.4271175011334851,1.6709249074682173,1,1.7265614551537327,1.6267097236891228,-0.8159494874256317,23,0.16333842702071813,4,13.799781910500236,8
0.2502211439269539,3.85335309493228,4,11.964270712477699,1.2649706322090566,-0.5958897446656932,28,-2.3902227187080856,6,9.318949469419955,2
0.4882313881853134,3.275542193753826,1,3.276546569020407,-0.2753257343397797,-0.5432969804188084,23,0.07195114664682005,6,17.54381934986422,7
0.5236510907174056,1.2075369131775293,2,6.919417607605242,-2.8182672908894975,0.08325098968256284,34,0.9028489558769818,3,5.082650275079144,0
0.6153428223838436,-0.22129286707682239,0,4.122850588226703,1.2194871152119642,0.35350858771751326,21,-0.5193857037843261,3,2.568025282465154,4
0.6729713263634113,-0.19162557490557774,6,1.7752051493431156,6.399537555346547,0.9457906079087786,12,-0.25850524040148476,8,8.560441218280026,1
0.32054552614052695,2.178990057934529,3,3.6535412915649523,0.6272396814933994,-0.7513739731634164,23,-0.7223437423518575,2,15.414839059414833,2
0.5190793603802307,0.5365502168930045,3,22.04852290296578,2.204143364847476,-0.007602075387710849,26,-0.10923315096589817,1,15.821520798155293,2
0.7418365304704183,3.155960608048125,2,1.5894457626221492,-3.549068418587084,-0.8754140326129725,20,-0.09483118917282168,2,16.99615713788346,9
0.20164330209837036,4.984479546613007,3,2.0973530552467636,0.8976374410237352,0.12039719126329484,23,-0.5327502966427706,5,9.669914514892437,1
0.35750116203434923,2.194187236277169,3,10.001635330163495,-1.2029721358780683,-0.6631614062800684,20,-0.14351266390553213,2,1.1862305474318102,2
0.7450924399634377,0.05270509858557837,2,14.390794498062263,2.197286521998652,-0.9991940311960692,26,-0.6279439754277651,4,3.8495112087537,4
0.09112916237596141,3.560160200021512,2,3.3320656653940133,0.4392831082702283,0.675382666386223,21,0.5310585869423023,3,0.36555657943014186,4
0.3192040883169228,4.581101554140478,3,5.616709237395807,0.4493427919749511,-0.8393834196740833,36,0.2000575167007879,0,16.256620031962434,2
0.042952685827493134,2.963579088617734,3,1.4770036318230293,1.7698879525265205,-0.20972468911963116,34,0.2219551502370035,5,8.027502595771047,8
0.3567041924870081,3.0327181746157326,1,1.8588723934680949,4.29019161106835,-0.6544806917789923,22,0.17162068007426834,2,5.548526245441357,2
0.3688791631924772,3.500573392897655,0,1.9088237689464438,0.8430634580162817,-0.10783546246658515,20,0.4646754455069097,1,16.935082255842648,2
0.14157946895508583,0.062131158452108703,2,5.043337459022775,1.854756689963268,-0.45487035793078,28,0.3828504815965412,6,9.01348550218506,3
0.49292978836925205,4.15775383513723,4,8.388394987525258,1.369957721042975,0.7435270152256885,40,-0.2794114539447284,4,1.1089757093720665,4
0.5847355292910494,3.680737274677985,1,0.3270780912087481,-3.085942385828081,-0.5725199184474568,25,0.2583685538848377,5,11.51770244468208,0
